Options:
Model:                           Discrete: Independent
Tree File Name:                  /Users/sarthakshukla/Desktop/MorphTest/GallWasps_Morph.nex.run1.t
Data File Name:                  /Users/sarthakshukla/Desktop/MorphTest/gallwasps_charmatrix.txt
Log File Name:                   1000TreesDependentTest.log.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2033153405
Analsis Type:                    Maximum Likelihood
ML Attempt Per Tree:             10
ML Max Evaluations:              20000
ML Tolerance:                    0.000001
ML Algorithm:                    BOBYQA
Rate Range:                      0.000000 - 100.000000
Precision:                       64 bits
Cores:                           1
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Tree Information
     Trees:                      1001
     Taxa:                       41
     Sites:                      1
     States:                     4
Tree No	Lh	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
483	-36.527289	100.000000	87.500003	50.000066	100.000000	0.250000	0.250000	0.250000	0.250000	
484	-36.527102	44.602115	39.025533	22.537264	45.067626	0.250000	0.250000	0.250000	0.250000	
485	-36.527295	99.999995	87.500001	50.000257	100.000000	0.250000	0.250000	0.250000	0.250000	
486	-36.527386	100.000000	87.500578	50.002351	100.000000	0.250000	0.250000	0.250000	0.250000	
487	-36.527386	100.000000	87.500578	50.002351	100.000000	0.250000	0.250000	0.250000	0.250000	
488	-36.527288	100.000000	87.499987	49.999989	99.999965	0.250000	0.250000	0.250000	0.250000	
489	-36.527288	100.000000	87.499987	49.999989	99.999965	0.250000	0.250000	0.250000	0.250000	
490	-36.439947	14.840387	12.788503	14.159040	28.211978	0.250000	0.250000	0.250000	0.250000	
491	-36.380101	93.900255	82.162727	1.391325	5.341532	0.215876	0.284124	0.215876	0.284124	
492	-36.527327	100.000000	87.500208	50.001043	100.000000	0.250000	0.250000	0.250000	0.250000	
493	-36.513540	21.301816	18.586956	13.861803	27.645097	0.250000	0.250000	0.250000	0.250000	
494	-36.527291	100.000000	87.500014	50.000117	100.000000	0.250000	0.250000	0.250000	0.250000	
495	-35.913777	94.688962	82.852885	0.000000	3.189513	0.000000	0.500000	0.000000	0.500000	
496	-36.526720	100.000000	87.499993	18.699103	37.380254	0.250000	0.250000	0.250000	0.250000	
497	-36.512947	100.000000	87.500010	10.253016	20.324608	0.250000	0.250000	0.250000	0.250000	
498	-36.527284	100.000000	87.500003	33.992119	67.983870	0.250000	0.250000	0.250000	0.250000	
499	-36.527288	75.602898	66.152540	50.000031	100.000000	0.250000	0.250000	0.250000	0.250000	
500	-36.519920	19.615322	17.162757	50.000019	100.000000	0.250000	0.250000	0.250000	0.250000	
501	-36.293912	17.306461	14.790808	17.030838	33.719049	0.250000	0.250000	0.250000	0.250000	
502	-36.527297	100.000000	87.500034	50.000287	100.000000	0.250000	0.250000	0.250000	0.250000	
503	-36.527294	99.999945	87.499951	50.000239	100.000000	0.250000	0.250000	0.250000	0.250000	
504	-36.527288	99.999945	87.499968	50.000012	100.000000	0.250000	0.250000	0.250000	0.250000	
505	-36.527036	100.000000	87.500001	22.524448	45.034510	0.250000	0.250000	0.250000	0.250000	
506	-36.527288	99.999454	87.499543	50.000008	100.000000	0.250000	0.250000	0.250000	0.250000	
507	-36.527299	99.999985	87.499998	50.000393	100.000000	0.250000	0.250000	0.250000	0.250000	
508	-36.527419	100.000000	87.500739	50.003066	100.000000	0.250000	0.250000	0.250000	0.250000	
509	-36.527287	99.999986	87.499953	49.999923	99.999866	0.250000	0.250000	0.250000	0.250000	
510	-36.527302	100.000000	87.500056	50.000448	100.000000	0.250000	0.250000	0.250000	0.250000	
511	-36.527289	100.000000	87.500009	50.000073	100.000000	0.250000	0.250000	0.250000	0.250000	
512	-36.526855	45.743626	40.042629	50.001493	100.000000	0.250000	0.250000	0.250000	0.250000	
513	-36.527291	100.000000	87.500020	50.000114	100.000000	0.250000	0.250000	0.250000	0.250000	
514	-36.527293	100.000000	87.500024	50.000178	100.000000	0.250000	0.250000	0.250000	0.250000	
515	-36.527301	100.000000	87.500039	50.000421	100.000000	0.250000	0.250000	0.250000	0.250000	
516	-36.526907	34.739661	30.405797	50.000051	100.000000	0.250000	0.250000	0.250000	0.250000	
517	-36.446556	14.170851	12.520164	50.000427	100.000000	0.249999	0.249999	0.250001	0.250001	
518	-36.467666	16.042058	14.158897	50.000652	100.000000	0.250000	0.250000	0.250000	0.250000	
519	-36.035192	74.057527	64.800425	1.205312	5.076053	0.199929	0.300071	0.199929	0.300071	
520	-36.365504	29.023595	25.343356	1.623679	5.933276	0.208435	0.291565	0.208435	0.291565	
521	-34.726040	13.582731	11.760486	0.419806	3.680245	0.109840	0.390161	0.109839	0.390159	
522	-36.514282	20.857836	18.250578	50.000061	100.000000	0.250000	0.250000	0.250000	0.250000	
523	-36.524890	25.114495	21.917562	50.000020	100.000000	0.250000	0.250000	0.250000	0.250000	
524	-36.527287	83.980264	73.482736	49.996497	99.992997	0.250000	0.250000	0.250000	0.250000	
525	-35.482177	69.735792	61.018744	0.102237	3.593205	0.044325	0.455675	0.044325	0.455675	
526	-36.527290	100.000000	87.500010	50.000078	100.000000	0.250000	0.250000	0.250000	0.250000	
527	-36.527305	100.000000	87.500083	50.000517	100.000000	0.250000	0.250000	0.250000	0.250000	
528	-36.507132	19.365943	16.902288	50.000013	100.000000	0.250000	0.250000	0.250000	0.250000	
529	-36.517437	26.633291	23.262871	36.943262	73.885407	0.250000	0.250000	0.250000	0.250000	
530	-36.520922	30.519190	26.654251	31.414615	62.823536	0.250000	0.250000	0.250000	0.250000	
531	-36.527288	99.999987	87.499998	50.000029	99.999996	0.250000	0.250000	0.250000	0.250000	
532	-36.527288	99.999989	87.499984	50.000038	100.000000	0.250000	0.250000	0.250000	0.250000	
533	-36.450534	100.000000	87.500150	0.734289	4.704166	0.154783	0.345217	0.154783	0.345217	
534	-36.527291	100.000000	87.500002	50.000129	100.000000	0.250000	0.250000	0.250000	0.250000	
535	-36.525956	100.000000	87.500003	17.709709	35.378687	0.250000	0.250000	0.250000	0.250000	
536	-36.526494	43.183038	37.809732	50.002627	100.000000	0.250000	0.250000	0.250000	0.250000	
537	-36.527320	100.000000	87.500157	50.000879	100.000000	0.250000	0.250000	0.250000	0.250000	
538	-36.527288	67.762898	59.292120	50.000151	100.000000	0.250000	0.250000	0.250000	0.250000	
539	-36.527290	100.000000	87.500012	50.000076	100.000000	0.250000	0.250000	0.250000	0.250000	
540	-36.527289	100.000000	87.499978	50.000069	100.000000	0.250000	0.250000	0.250000	0.250000	
541	-36.527297	100.000000	87.500028	50.000316	100.000000	0.250000	0.250000	0.250000	0.250000	
542	-36.527289	99.999978	87.499991	50.000064	100.000000	0.250000	0.250000	0.250000	0.250000	
543	-36.527948	100.000000	87.504433	50.012032	100.000000	0.250000	0.250000	0.250000	0.250000	
544	-36.502194	20.505227	17.901850	9.700413	19.216566	0.250000	0.250000	0.250000	0.250000	
545	-36.492868	19.007944	16.586335	8.704236	17.205071	0.250000	0.250000	0.250000	0.250000	
546	-36.527300	100.000000	87.500052	50.000386	100.000000	0.250000	0.250000	0.250000	0.250000	
547	-36.528055	100.000000	87.505308	50.013468	100.000000	0.250000	0.250000	0.250000	0.250000	
548	-36.527288	84.009180	73.508034	50.000014	100.000000	0.250000	0.250000	0.250000	0.250000	
549	-36.527289	100.000000	87.500012	50.000076	100.000000	0.250000	0.250000	0.250000	0.250000	
550	-36.527289	100.000000	87.500012	50.000076	100.000000	0.250000	0.250000	0.250000	0.250000	
551	-36.520836	25.969191	22.635098	41.234952	82.469006	0.250000	0.250000	0.250000	0.250000	
552	-36.511998	19.461811	16.961064	26.248053	52.492070	0.250000	0.250000	0.250000	0.250000	
553	-35.776154	99.999994	87.500048	0.857076	3.996104	0.206951	0.293049	0.206951	0.293049	
554	-36.526596	27.961713	24.455672	50.000013	100.000000	0.250000	0.250000	0.250000	0.250000	
555	-36.495394	21.495055	18.721410	10.060663	19.889291	0.250000	0.250000	0.250000	0.250000	
556	-36.513749	23.350752	20.373026	13.004346	25.906480	0.250000	0.250000	0.250000	0.250000	
557	-36.526010	29.707034	25.970838	32.695605	65.390581	0.250000	0.250000	0.250000	0.250000	
558	-36.527289	99.999977	87.499976	50.000062	100.000000	0.250000	0.250000	0.250000	0.250000	
559	-36.466727	91.899489	80.412066	2.302771	6.465817	0.247207	0.252793	0.247207	0.252793	
560	-36.522789	27.804281	24.300664	15.633683	31.200478	0.250000	0.250000	0.250000	0.250000	
561	-36.523450	28.850255	25.218456	16.214337	32.370631	0.250000	0.250000	0.250000	0.250000	
562	-36.526937	44.155584	38.633496	22.011424	44.007737	0.250000	0.250000	0.250000	0.250000	
563	-36.526590	48.983820	42.859442	19.298277	38.567883	0.250000	0.250000	0.250000	0.250000	
564	-36.527292	100.000000	87.500020	50.000170	100.000000	0.250000	0.250000	0.250000	0.250000	
565	-36.527290	100.000000	87.500004	50.000080	100.000000	0.250000	0.250000	0.250000	0.250000	
566	-36.527319	100.000000	87.500153	50.000846	100.000000	0.250000	0.250000	0.250000	0.250000	
567	-36.527354	100.000000	87.500354	50.001647	100.000000	0.250000	0.250000	0.250000	0.250000	
568	-36.527334	100.000000	87.500233	50.001198	100.000000	0.250000	0.250000	0.250000	0.250000	
569	-36.527623	100.000000	87.502169	50.006678	100.000000	0.250000	0.250000	0.250000	0.250000	
570	-36.522544	22.442347	19.585232	28.329819	56.658052	0.250000	0.250000	0.250000	0.250000	
571	-36.527287	96.779061	84.681700	49.999987	100.000000	0.250000	0.250000	0.250000	0.250000	
572	-36.502294	18.933167	16.478888	12.089740	24.073215	0.250000	0.250000	0.250000	0.250000	
573	-36.527289	100.000000	87.500000	50.000064	100.000000	0.250000	0.250000	0.250000	0.250000	
574	-36.489919	12.676937	11.075065	49.999959	99.999918	0.250000	0.250000	0.250000	0.250000	
575	-36.527111	32.832126	28.732727	50.000006	100.000000	0.250000	0.250000	0.250000	0.250000	
576	-36.527288	69.731830	61.015364	50.000008	100.000000	0.250000	0.250000	0.250000	0.250000	
577	-36.527288	100.000000	87.499987	50.000037	100.000000	0.250000	0.250000	0.250000	0.250000	
578	-36.520742	27.471646	23.991558	36.004035	72.006852	0.250000	0.250000	0.250000	0.250000	
579	-36.527288	73.380163	64.207652	50.000046	100.000000	0.250000	0.250000	0.250000	0.250000	
580	-36.527288	99.999889	87.499891	50.000027	100.000000	0.250000	0.250000	0.250000	0.250000	
581	-36.510290	22.246084	19.465120	50.000126	100.000000	0.250000	0.250000	0.250000	0.250000	
582	-36.526754	28.656281	25.083351	50.000004	100.000000	0.250000	0.250000	0.250000	0.250000	
583	-36.498737	18.224448	15.941748	50.000049	100.000000	0.250000	0.250000	0.250000	0.250000	
584	-36.527286	53.678288	46.968630	50.000009	100.000000	0.250000	0.250000	0.250000	0.250000	
585	-36.527288	96.029028	84.025414	50.000012	100.000000	0.250000	0.250000	0.250000	0.250000	
586	-36.527287	98.749468	86.405777	49.999934	99.999852	0.250000	0.250000	0.250000	0.250000	
587	-36.527289	99.999941	87.499942	50.000049	100.000000	0.250000	0.250000	0.250000	0.250000	
588	-36.505199	18.637088	16.301270	50.000032	100.000000	0.250000	0.250000	0.250000	0.250000	
589	-36.506159	16.290450	14.256654	50.000009	100.000000	0.250000	0.250000	0.250000	0.250000	
590	-36.527167	32.575142	28.497977	49.828551	99.657101	0.250000	0.250000	0.250000	0.250000	
591	-36.284495	99.928328	87.437275	4.197512	8.987092	0.249528	0.250472	0.249528	0.250472	
592	-36.336299	94.989739	83.116020	5.173429	10.874220	0.249931	0.250069	0.249931	0.250069	
593	-36.527288	100.000000	87.500006	50.000014	100.000000	0.250000	0.250000	0.250000	0.250000	
594	-36.527287	99.999989	87.500002	49.999993	100.000000	0.250000	0.250000	0.250000	0.250000	
595	-36.527288	99.999989	87.499985	50.000021	100.000000	0.250000	0.250000	0.250000	0.250000	
596	-36.527288	99.999915	87.499933	50.000027	100.000000	0.250000	0.250000	0.250000	0.250000	
597	-36.427814	16.632387	14.316540	13.543396	26.926405	0.250000	0.250000	0.250000	0.250000	
598	-36.529217	100.000000	87.514152	50.028772	100.000000	0.250000	0.250000	0.250000	0.250000	
599	-36.527317	100.000000	87.500211	50.000795	100.000000	0.250000	0.250000	0.250000	0.250000	
600	-36.527257	33.655966	29.450110	48.291987	96.583967	0.250000	0.250000	0.250000	0.250000	
601	-36.527288	99.224223	86.821163	49.999697	99.999394	0.250000	0.250000	0.250000	0.250000	
602	-36.527288	99.986170	87.487932	50.000004	100.000000	0.250000	0.250000	0.250000	0.250000	
603	-36.400922	9.566258	7.844300	50.000055	100.000000	0.250035	0.250035	0.249965	0.249965	
604	-36.527821	100.000000	87.503727	50.009832	100.000000	0.250000	0.250000	0.250000	0.250000	
605	-36.525854	100.000000	87.500859	23.180830	46.294232	0.250000	0.250000	0.250000	0.250000	
606	-35.234460	99.999992	87.499997	0.450959	4.567360	0.141615	0.358385	0.141615	0.358385	
607	-36.525977	40.178263	35.181005	50.001202	100.000000	0.250000	0.250000	0.250000	0.250000	
608	-35.308355	52.877743	46.267024	0.530870	4.307605	0.183837	0.316163	0.183837	0.316163	
609	-35.881635	36.344101	31.785649	0.561439	4.232247	0.176861	0.323139	0.176861	0.323139	
610	-35.475592	44.277407	38.735973	0.578407	4.658641	0.181400	0.318600	0.181400	0.318600	
611	-35.335439	100.000000	87.500040	0.466270	3.798910	0.170973	0.329027	0.170973	0.329027	
612	-36.527298	100.000000	87.500018	50.000357	100.000000	0.250000	0.250000	0.250000	0.250000	
613	-36.284173	89.639267	78.434341	0.361631	3.221559	0.126510	0.373490	0.126510	0.373490	
614	-36.527295	100.000000	87.500003	50.000232	100.000000	0.250000	0.250000	0.250000	0.250000	
615	-36.527314	100.000000	87.500604	50.000744	100.000000	0.250000	0.250000	0.250000	0.250000	
616	-36.527289	99.999919	87.499937	50.000041	100.000000	0.250000	0.250000	0.250000	0.250000	
617	-36.326592	65.926227	57.685599	1.093905	4.690975	0.215194	0.284806	0.215194	0.284806	
618	-36.430166	100.000000	87.500076	0.756048	4.339185	0.162583	0.337417	0.162583	0.337417	
619	-36.467167	98.166328	85.895492	0.470495	3.559651	0.101153	0.398847	0.101153	0.398847	
620	-36.518568	17.888344	15.653556	50.000008	100.000000	0.250000	0.250000	0.250000	0.250000	
621	-36.527288	99.999884	87.499889	50.000019	100.000000	0.250000	0.250000	0.250000	0.250000	
622	-36.527288	99.999884	87.499889	50.000019	100.000000	0.250000	0.250000	0.250000	0.250000	
623	-36.527288	99.999884	87.499893	50.000002	100.000000	0.250000	0.250000	0.250000	0.250000	
624	-36.527289	99.999991	87.499990	50.000048	100.000000	0.250000	0.250000	0.250000	0.250000	
625	-36.284420	27.527791	24.070286	0.486589	3.735565	0.116753	0.383247	0.116753	0.383247	
626	-36.527178	100.000000	87.500036	28.350306	56.694045	0.250000	0.250000	0.250000	0.250000	
627	-36.527287	100.000000	87.500037	46.395188	92.790226	0.250000	0.250000	0.250000	0.250000	
628	-36.527290	100.000000	87.500006	50.000098	100.000000	0.250000	0.250000	0.250000	0.250000	
629	-36.526804	37.751311	33.017434	48.263194	96.526340	0.250000	0.250000	0.250000	0.250000	
630	-35.668299	24.801932	21.664216	0.611376	4.759271	0.140889	0.359111	0.140889	0.359111	
631	-36.527288	97.704259	85.491232	49.999988	100.000000	0.250000	0.250000	0.250000	0.250000	
632	-36.527344	100.000000	87.500136	50.001544	100.000000	0.250000	0.250000	0.250000	0.250000	
633	-36.527302	99.999999	87.500062	50.000415	100.000000	0.250000	0.250000	0.250000	0.250000	
634	-36.527292	99.999999	87.500015	50.000150	100.000000	0.250000	0.250000	0.250000	0.250000	
635	-36.527288	99.999999	87.500003	50.000001	100.000000	0.250000	0.250000	0.250000	0.250000	
636	-36.527311	100.000000	87.500018	50.000732	100.000000	0.250000	0.250000	0.250000	0.250000	
637	-36.508163	33.019039	28.880630	10.475587	20.781165	0.250000	0.250000	0.250000	0.250000	
638	-36.514935	100.000000	87.500063	13.575059	27.010648	0.250000	0.250000	0.250000	0.250000	
639	-36.504183	100.000000	87.500091	11.472681	22.736253	0.250000	0.250000	0.250000	0.250000	
640	-36.518644	100.000000	87.500053	14.472041	28.849306	0.250000	0.250000	0.250000	0.250000	
641	-36.527210	100.000000	87.501658	38.337061	76.662210	0.250000	0.250000	0.250000	0.250000	
642	-36.527211	100.000000	87.500046	30.302212	60.599306	0.250000	0.250000	0.250000	0.250000	
643	-36.526871	100.000000	87.500341	27.820748	55.618988	0.250000	0.250000	0.250000	0.250000	
644	-36.499427	20.676163	18.257113	50.002162	100.000000	0.250000	0.250000	0.250000	0.250000	
645	-36.526239	30.244839	26.472673	50.000033	100.000000	0.250000	0.250000	0.250000	0.250000	
646	-36.524752	27.123480	23.767528	50.000085	100.000000	0.250000	0.250000	0.250000	0.250000	
647	-36.527297	100.000000	87.500044	50.000302	100.000000	0.250000	0.250000	0.250000	0.250000	
648	-36.527288	99.999994	87.500007	50.000032	100.000000	0.250000	0.250000	0.250000	0.250000	
649	-36.527294	100.000000	87.500041	50.000225	100.000000	0.250000	0.250000	0.250000	0.250000	
650	-36.527369	100.000000	87.500445	50.002097	100.000000	0.250000	0.250000	0.250000	0.250000	
651	-36.498425	15.111277	13.184242	23.041447	46.079440	0.250000	0.250000	0.250000	0.250000	
652	-36.527291	100.000000	87.500023	50.000113	100.000000	0.250000	0.250000	0.250000	0.250000	
653	-36.527332	100.000000	87.500241	50.001178	100.000000	0.250000	0.250000	0.250000	0.250000	
654	-36.527289	100.000000	87.500015	50.000093	100.000000	0.250000	0.250000	0.250000	0.250000	
655	-36.527293	100.000000	87.500012	50.000210	100.000000	0.250000	0.250000	0.250000	0.250000	
656	-36.527028	37.825027	33.085017	50.000051	100.000000	0.250000	0.250000	0.250000	0.250000	
657	-36.525931	26.732925	23.363503	50.000018	100.000000	0.250000	0.250000	0.250000	0.250000	
658	-36.521756	26.010688	22.695158	50.000038	100.000000	0.250000	0.250000	0.250000	0.250000	
659	-36.527287	75.075636	65.691184	49.425023	98.850031	0.250000	0.250000	0.250000	0.250000	
660	-36.522609	19.795652	17.311407	49.656694	99.313400	0.250000	0.250000	0.250000	0.250000	
661	-36.526427	34.603046	30.271748	50.000073	100.000000	0.250000	0.250000	0.250000	0.250000	
662	-36.527263	56.206219	49.180354	25.406864	50.811699	0.250000	0.250000	0.250000	0.250000	
663	-36.526548	34.704380	30.379112	50.000103	100.000000	0.250000	0.250000	0.250000	0.250000	
664	-36.527295	100.000000	87.500032	50.000246	100.000000	0.250000	0.250000	0.250000	0.250000	
665	-36.511572	24.494872	21.287716	27.199717	54.379970	0.250000	0.250000	0.250000	0.250000	
666	-36.528012	100.000000	87.505012	50.012838	100.000000	0.250000	0.250000	0.250000	0.250000	
667	-36.527327	100.000000	87.500190	50.001053	100.000000	0.250000	0.250000	0.250000	0.250000	
668	-36.527933	100.000000	87.504189	50.011781	100.000000	0.250000	0.250000	0.250000	0.250000	
669	-36.527287	99.999982	87.499993	49.999982	99.999986	0.250000	0.250000	0.250000	0.250000	
670	-36.425056	98.231476	85.952542	3.010847	7.232829	0.244967	0.255033	0.244967	0.255033	
671	-36.409106	100.000000	87.500000	2.153511	5.787373	0.233098	0.266902	0.233098	0.266902	
672	-36.478960	20.305971	17.778114	6.565353	13.441480	0.250000	0.250000	0.250000	0.250000	
673	-36.441480	99.999990	87.499990	2.575638	6.294268	0.240984	0.259016	0.240984	0.259016	
674	-36.527287	59.390809	51.967032	50.000020	100.000000	0.250000	0.250000	0.250000	0.250000	
675	-35.667376	100.000000	87.500037	0.025457	3.967643	0.008284	0.491716	0.008284	0.491716	
676	-36.521585	25.534520	22.378922	50.000111	100.000000	0.250000	0.250000	0.250000	0.250000	
677	-36.527287	98.956156	86.586615	49.424231	98.848414	0.250000	0.250000	0.250000	0.250000	
678	-36.490695	22.597877	19.621925	16.022004	31.937242	0.250000	0.250000	0.250000	0.250000	
679	-36.495185	23.893727	20.758407	16.711730	33.321635	0.250000	0.250000	0.250000	0.250000	
680	-36.526672	33.347235	29.167761	34.429531	68.858713	0.250000	0.250000	0.250000	0.250000	
681	-36.527019	38.205227	33.423570	35.984767	71.969295	0.250000	0.250000	0.250000	0.250000	
682	-36.484519	16.380709	14.350470	50.000126	100.000000	0.250000	0.250000	0.250000	0.250000	
683	-36.526531	94.598706	82.773873	16.587931	33.161809	0.250000	0.250000	0.250000	0.250000	
684	-36.500574	25.141155	21.865032	17.399844	34.702385	0.250000	0.250000	0.250000	0.250000	
685	-36.527156	40.393506	35.332057	50.000130	100.000000	0.250000	0.250000	0.250000	0.250000	
686	-36.527287	92.675862	81.091389	48.930995	97.862018	0.250000	0.250000	0.250000	0.250000	
687	-36.527289	99.999978	87.500021	50.000052	100.000000	0.250000	0.250000	0.250000	0.250000	
688	-36.527312	100.000000	87.500108	50.000665	100.000000	0.250000	0.250000	0.250000	0.250000	
689	-36.477440	17.585029	15.334097	31.021285	62.037839	0.250000	0.250000	0.250000	0.250000	
690	-36.526726	36.757938	32.174199	50.000119	100.000000	0.250000	0.250000	0.250000	0.250000	
691	-36.494216	100.000000	87.500298	10.410362	20.551237	0.250000	0.250000	0.250000	0.250000	
692	-36.485884	100.000000	87.500068	8.253656	16.252311	0.250000	0.250000	0.250000	0.250000	
693	-36.476050	100.000000	87.500216	8.259683	16.242547	0.250000	0.250000	0.250000	0.250000	
694	-36.456469	20.864755	18.245675	6.618484	13.590654	0.249998	0.250002	0.249998	0.250002	
695	-36.526166	32.499436	28.421402	37.704179	75.407910	0.250000	0.250000	0.250000	0.250000	
696	-36.251891	87.844896	76.864245	0.837012	4.552153	0.121332	0.378668	0.121332	0.378668	
697	-36.487735	99.999982	87.499990	5.814748	11.957929	0.250009	0.249991	0.250009	0.249991	
698	-36.527287	90.894056	79.532286	50.000007	100.000000	0.250000	0.250000	0.250000	0.250000	
699	-36.527288	100.000000	87.500024	50.000015	100.000000	0.250000	0.250000	0.250000	0.250000	
700	-36.527342	100.000000	87.500281	50.001355	100.000000	0.250000	0.250000	0.250000	0.250000	
701	-36.524295	28.080194	24.531165	24.457326	48.907091	0.250000	0.250000	0.250000	0.250000	
702	-36.527288	100.000000	87.500011	50.000037	100.000000	0.250000	0.250000	0.250000	0.250000	
703	-36.527288	100.000000	87.500011	50.000037	100.000000	0.250000	0.250000	0.250000	0.250000	
704	-36.524848	23.461188	20.480689	47.085662	94.171329	0.250000	0.250000	0.250000	0.250000	
705	-36.521051	18.126345	15.791000	46.461677	92.923339	0.250000	0.250000	0.250000	0.250000	
706	-36.524008	20.350826	17.745128	50.000002	100.000000	0.250000	0.250000	0.250000	0.250000	
707	-36.526605	100.000000	87.500002	18.216823	36.415192	0.250000	0.250000	0.250000	0.250000	
708	-36.526921	99.999984	87.499987	18.395543	36.777161	0.250000	0.250000	0.250000	0.250000	
709	-36.206748	81.681593	71.471421	1.111178	5.013173	0.194158	0.305842	0.194158	0.305842	
710	-36.527289	100.000000	87.500014	50.000071	100.000000	0.250000	0.250000	0.250000	0.250000	
711	-36.527289	100.000000	87.500004	50.000064	100.000000	0.250000	0.250000	0.250000	0.250000	
712	-36.527287	99.999953	87.499970	50.000004	100.000000	0.250000	0.250000	0.250000	0.250000	
713	-36.527299	100.000000	87.500061	50.000334	100.000000	0.250000	0.250000	0.250000	0.250000	
714	-36.527299	100.000000	87.500056	50.000330	100.000000	0.250000	0.250000	0.250000	0.250000	
715	-36.526887	100.000000	87.500036	22.596143	45.174910	0.250000	0.250000	0.250000	0.250000	
716	-36.527303	100.000000	87.500067	50.000425	100.000000	0.250000	0.250000	0.250000	0.250000	
717	-36.527307	100.000000	87.500100	50.000552	100.000000	0.250000	0.250000	0.250000	0.250000	
718	-36.527301	100.000000	87.500058	50.000378	100.000000	0.250000	0.250000	0.250000	0.250000	
719	-36.527344	100.000000	87.500311	50.001408	100.000000	0.250000	0.250000	0.250000	0.250000	
720	-36.527401	100.000000	87.500686	50.002609	100.000000	0.250000	0.250000	0.250000	0.250000	
721	-36.509196	18.609016	16.230857	14.253506	28.478512	0.249932	0.249911	0.250089	0.250068	
722	-36.527328	100.000000	87.500203	50.001080	100.000000	0.250000	0.250000	0.250000	0.250000	
723	-36.527299	100.000000	87.500057	50.000348	100.000000	0.250000	0.250000	0.250000	0.250000	
724	-36.527290	99.999992	87.500023	50.000100	99.999999	0.250000	0.250000	0.250000	0.250000	
725	-36.527290	100.000000	87.500013	50.000105	100.000000	0.250000	0.250000	0.250000	0.250000	
726	-36.523737	26.261729	22.990415	50.000050	100.000000	0.249995	0.249995	0.250005	0.250005	
727	-36.527306	100.000000	87.500106	50.000537	100.000000	0.250000	0.250000	0.250000	0.250000	
728	-36.524870	29.755046	26.046512	50.000089	100.000000	0.249998	0.249998	0.250002	0.250002	
729	-36.523601	27.113036	23.728024	50.000050	100.000000	0.249994	0.249994	0.250006	0.250006	
730	-36.527298	100.000000	87.500032	50.000330	100.000000	0.250000	0.250000	0.250000	0.250000	
731	-36.527297	100.000000	87.500026	50.000295	100.000000	0.250000	0.250000	0.250000	0.250000	
732	-36.527297	100.000000	87.500026	50.000295	100.000000	0.250000	0.250000	0.250000	0.250000	
733	-36.524841	25.455007	22.296346	50.000044	100.000000	0.250000	0.250000	0.250000	0.250000	
734	-36.468010	23.665967	20.596407	6.545208	13.003849	0.250049	0.249951	0.250049	0.249951	
735	-36.480532	17.967863	15.861334	50.001315	100.000000	0.250000	0.250000	0.250000	0.250000	
736	-36.527329	100.000000	87.500207	50.001099	100.000000	0.250000	0.250000	0.250000	0.250000	
737	-36.527300	100.000000	87.500052	50.000369	100.000000	0.250000	0.250000	0.250000	0.250000	
738	-36.527299	100.000000	87.500029	50.000362	100.000000	0.250000	0.250000	0.250000	0.250000	
739	-36.508889	21.290273	18.508302	28.133154	56.256391	0.250000	0.250000	0.250000	0.250000	
740	-36.525871	100.000000	87.500015	18.146950	36.239050	0.250000	0.250000	0.250000	0.250000	
741	-36.527288	99.999957	87.499975	50.000033	100.000000	0.250000	0.250000	0.250000	0.250000	
742	-36.524552	100.000000	87.500043	17.424948	34.793083	0.250000	0.250000	0.250000	0.250000	
743	-36.527288	99.995521	87.496077	50.000039	100.000000	0.250000	0.250000	0.250000	0.250000	
744	-36.526783	98.936538	86.569472	15.106309	30.182902	0.250000	0.250000	0.250000	0.250000	
745	-36.527288	100.000000	87.500013	50.000051	100.000000	0.250000	0.250000	0.250000	0.250000	
746	-36.527519	100.000000	87.506170	50.005472	100.000000	0.250000	0.250000	0.250000	0.250000	
747	-36.527326	100.000000	87.501856	50.001095	100.000000	0.250000	0.250000	0.250000	0.250000	
748	-36.527301	100.000000	87.500053	50.000401	100.000000	0.250000	0.250000	0.250000	0.250000	
749	-36.527852	100.000000	87.503766	50.010377	100.000000	0.250000	0.250000	0.250000	0.250000	
750	-36.527353	100.000000	87.500379	50.001618	100.000000	0.250000	0.250000	0.250000	0.250000	
751	-36.527328	100.000000	87.500199	50.001076	100.000000	0.250000	0.250000	0.250000	0.250000	
752	-36.527615	100.000000	87.501342	50.007003	100.000000	0.250000	0.250000	0.250000	0.250000	
753	-36.527287	99.996921	87.497283	49.999996	100.000000	0.250000	0.250000	0.250000	0.250000	
754	-36.527288	98.994265	86.619957	50.000007	100.000000	0.250000	0.250000	0.250000	0.250000	
755	-36.513579	30.268331	26.420819	14.866913	29.583548	0.250000	0.250000	0.250000	0.250000	
756	-36.526387	26.823578	23.478730	50.000009	100.000000	0.250000	0.250000	0.250000	0.250000	
